variable	Hazard_Ratio
NUCB2	1.05
NUDT22	1.05
NUP107	0.94
NUP62CL	0.95
NUP85	0.95
NUSAP1	1.06
NXPE2	0.95
OAZ1	1.05
OR10AD1	1.06
OR11H1	0.93
OR12D2	1.12
OR13C4	1.07
OR1F1	1.05
OR2AE1	0.94
OR2AG2	1.06
OR2AT4	1.05
OR2B11	1.08
OR2L8	0.94
OR2T8	1.05
OR4F29	1.07
OR51B5	1.06
OR52K1	0.95
OR56B4	0.93
OR6Q1	1.08
ORAI1	0.95
OSBPL6	0.96
OSGIN1	1.06
OTP	0.93
OTUD1	0.94
OTUD4	1.06
OTULIN	0.94
OVCH1	1.06
OVOL2	0.93
OXCT1	1.05
PAPOLB	1.05
PARD3	1.05
PARK7	1.06
PARL	0.95
PAX3	1.05
PAX9	0.94
PCCB	1.05
PCDH11Y	0.94
PCDH17	1.05
PCDH8	1.06
PCDHA12	1.05
PCDHGA10	1.06
PCDHGA4	1.06
PCDHGB1	1.06
PCDHGB6	0.96
PCSK9	1.06
PDCD6IP	0.94
PDILT	0.87
PDLIM1	0.95
PDZD8	0.95
PECAM1	0.94
PENK	0.96
PERCC1	1.08
PFKM	1.07
PGA3	0.95
PGLYRP4	1.06
PHF12	1.06
PHOSPHO1	1.06
PHYH	0.95
PIBF1	0.94
PIEZO2	0.95
PIP4K2A	0.95
PIWIL3	1.06
PKDREJ	1.06
PKNOX2	1.06
PKP4	1.06
PLA2G1B	0.95
PLA2G4B	1.05
PLA2G4F	1.05
PLAC9	0.95
PLCD3	1.06
PLEKHA1	0.94
PLEKHH2	0.95
PLLP	1.05
PLOD1	1.05
PLXNB3	1.06
PMPCA	1.05
POTEC	1.06
POTEE	0.95
PPDPFL	1.07
PPP1R13B	0.96
PPP1R32	0.95
PPP3CA	0.95
PPP4C	1.06
PRAMEF7	0.93
PRB3	0.95
PRCC	0.95
PRDM10	1.06
PRDM4	0.94
PRDM9	1.05
PRDX1	1.05
PRDX5	1.06
PRKAR1B	1.05
PRKX	1.06
PROKR1	1.08
PRPF4B	0.94
PRR33	0.94
PRR9	1.06
PRRX1	1.06
PRSS1	1.07
PRSS2	0.95
PRSS8	1.06
PSMC2	0.95
PSMD8	1.06
PTCD3	0.95
PTGS2	0.95
PWP2	1.05
PWWP3A	1.06
PXT1	0.94
PYGB	1.06
PYM1	1.06
PYROXD2	1.06
QDPR	1.06
R3HDM1	0.95
RAB11FIP3	0.95
RAB11FIP5	1.06
RAB30	0.94
RAB7A	1.06
RAB7B	1.06
RAB8B	1.05
RABEP1	1.06
RABEP2	0.95
RABGGTB	1.06
RABL6	0.94
RAET1G	0.95
RANBP9	1.06
RAP1GDS1	0.95
RAPGEF6	0.95
RARS2	1.06
RASA3	0.95
RBKS	1.06
RBM14.RBM4	0.95
RBMS1	0.95
RBMXL1	1.05
RBMXL2	0.94
RC3H2	1.05
RDH16	0.94
REEP5	1.06
REM2	0.95
RGL2	1.05
RGS16	0.95
RGS2	1.06
RHBDD1	1.06
RIPOR1	0.94
RNASE1	0.95
RNASE4	1.07
RNF115	1.06
RNF183	1.05
RNF212B	0.94
ROBO2	1.05
ROS1	0.95
RPIA	1.06
RPL10L	1.09
RPL3	1.05
RPL34	1.06
RPN1	1.07
RPRD2	0.94
RPRML	0.93
RRH	0.96
RRP8	1.06
RSPH10B2	0.95
RTL3	1.05
RUNDC1	0.94
RUSC1	1.06
RXFP1	0.94
S100A12	1.06
S1PR3	1.05
SAA1	1.05
SAA2	1.05
SAP30BP	1.05
SBNO2	0.96
SCIN	0.94
SCN9A	0.94
SDHAF4	1.06
SEC22C	0.95
SEL1L2	1.05
SELENOH	1.06
SEMG1	0.91
SERP2	1.06
SERPINA10	0.94
SERPINA6	0.94
SERPINB3	1.05
SERPINC1	0.95
SETD1B	0.95
SETD5	0.95
SETDB2	0.95
SF1	0.95
SFTPA1	0.94
SGSH	0.95
SH2D2A	0.95
SH3BGRL	1.05
SH3GLB2	0.94
SHE	0.94
SHFL	0.95
SIM1	0.95
SKAP2	0.94
SLAIN2	0.95
SLC11A2	1.06
SLC12A7	0.95
SLC18A3	1.09
SLC22A13	1.05
SLC22A23	0.94
SLC22A8	0.9
SLC25A10	1.06
SLC25A38	0.95
SLC25A51	1.05
SLC26A4	1.05
SLC2A10	1.06
SLC2A3	0.94
SLC30A2	1.06
SLC34A3	1.06
SLC46A2	0.95
SLC46A3	1.05
SLC4A9	1.05
SLC52A3	0.94
SLC5A1	0.94
SLC6A20	0.94
SLC6A6	0.94
SLC7A13	0.89
SLC7A14	0.93
SLC7A6	0.94
SLCO1B3	0.93
SLCO1C1	0.96
SLIRP	0.96
SLITRK3	1.06
SMARCAD1	0.94
SMARCC2	0.94
SMC1B	0.95
SMC4	0.95
SMIM12	1.06
SMIM15	0.94
SMIM5	0.94
SMN2	0.94
SMS	0.95
SNAP23	0.95
SNAP91	1.05
SNAPC5	1.05
SNN	1.06
SNX17	0.95
SOCS4	1.06
SON	0.95
SORBS1	0.94
SOX13	0.95
SOX2	1.05
SP4	0.94
SPAG1	0.94
SPATA1	0.95
SPATA31D1	0.9
SPIN2A	0.95
SPOCK1	1.06
SPP2	1.1
SPRTN	1.06
SPTLC2	1.07
SPTY2D1	0.94
SREBF1	1.05
SRFBP1	0.94
SRP14	1.06
ST20.MTHFS	1.06
STK31	0.95
STK4	0.95
STPG2	1.06
STS	0.95
STX10	0.95
STX18	1.05
SULT1A2	0.94
SUMO2	0.95
SYCE1L	1.06
SYCE2	1.07
SYT9	0.95
TAB3	1.06
TACO1	0.95
TACR3	1.08
TAF3	0.96
TAL1	0.95
TANGO2	0.95
TARBP1	0.95
TAS1R2	1.08
TAS2R1	1.1
TBC1D1	1.05
TBC1D19	0.94
TBC1D24	0.95
TBCC	1.05
TBCE	0.95
TCAIM	1.06
TCEAL7	1.06
TCHP	1.06
TCIM	1.06
TCTEX1D4	0.94
TDRD15	0.95
TEDC1	1.07
TERF2	0.94
TEX2	1.05
TEX26	1.06
TEX55	1.05
TGFBR3L	1.05
TGM2	1.05
TGM4	1.08
THBS2	0.95
THNSL2	0.95
THOC5	1.06
TIMM10B	1.05
TINCR	1.05
TLK1	0.95
TM4SF5	0.91
TM9SF2	0.95
TMCC3	0.95
TMDD1	1.07
TMEM109	0.94
TMEM131	0.95
TMEM160	0.95
TMEM169	0.95
TMEM170B	1.05
TMEM175	0.94
TMEM183A	1.06
TMEM190	1.07
TMEM200B	1.05
TMEM25	0.95
TMEM255A	1.05
TMEM268	1.05
TMEM31	1.06
TMEM72	1.07
TMEM87B	1.05
TMEM88B	1.1
TMF1	1.05
TNFSF4	1.06
TNNC2	1.06
TOM1L1	0.95
TOPORS	0.95
TOR1A	0.96
TPD52	1.05
TPRN	1.05
TREM1	0.95
TRIM5	1.05
TRIM6.TRIM34	0.95
TRIML2	0.95
TRIP10	0.95
TRMT1	1.06
TRMU	0.94
TRPA1	1.05
TRPV3	1.05
TSGA10IP	0.95
TSHZ1	0.95
TSPAN1	0.95
TSPAN16	1.09
TSPAN18	0.95
TSPAN33	0.95
TTC17	1.05
TTC34	1.05
TTC37	1.05
TTLL8	0.89
TUBB8	0.95
TUFT1	0.95
TYR	0.95
URGCP	1.06
URGCP.MRPS24	1.05
USP26	1.07
USP28	1.05
USP40	0.95
USP6NL	0.94
UTP14A	0.95
UTP20	1.06
UTP4	1.05
UXT	0.96
VAMP7	1.06
VAPB	0.94
VARS1	1.05
VAV3	0.94
VDAC1	1.06
VEGFD	0.95
VIL1	0.95
VIPAS39	0.95
VMO1	1.05
VPS13B	0.94
VRK1	0.94
VSIR	0.94
VTCN1	0.94
WARS2	1.06
WDR3	0.94
WDR35	1.05
WDR47	0.94
WDR77	1.06
WDR81	1.05
WDR86	0.95
WFIKKN1	1.05
WHRN	0.95
WIPF3	0.95
WNT8B	1.07
XKR8	1.05
XRCC4	1.06
YES1	1.05
YPEL3	1.05
ZADH2	1.06
ZBTB17	0.95
ZBTB20	0.95
ZBTB25	0.94
ZCCHC8	0.95
ZCCHC9	1.06
ZDHHC12	1.05
ZFP36L2	0.95
ZFPM1	0.95
ZGPAT	1.06
ZKSCAN3	1.06
ZNF160	0.95
ZNF221	0.95
ZNF248	1.05
ZNF263	1.06
ZNF292	0.95
ZNF324	0.94
ZNF335	0.94
ZNF350	0.95
ZNF365	1.05
ZNF385C	0.94
ZNF419	1.06
ZNF43	1.05
ZNF430	0.94
ZNF431	0.95
ZNF454	0.96
ZNF484	0.94
ZNF492	0.96
ZNF511	0.94
ZNF525	0.96
ZNF534	1.05
ZNF549	0.95
ZNF565	0.94
ZNF585A	1.06
ZNF607	1.06
ZNF670	0.95
ZNF691	0.95
ZNF705B	0.79
ZNF71	1.06
ZNF711	0.94
ZNF738	1.05
ZNF75A	0.95
ZNF764	0.95
ZNF780B	1.06
ZNF786	0.95
ZNF790	0.95
ZNF85	1.05
ZNF879	1.05
ZNF91	0.95
ZSCAN4	0.95
ZSWIM7	1.07
ZSWIM9	1.05
ZUP1	0.94
A2M	0.96
A3GALT2	0.97
ABHD12	1.03
ABHD14A.ACY1	1.04
ABHD3	0.96
ABLIM1	0.96
AC001226.2	0.97
AC003002.3	1.04
AC003006.1	1.04
AC004223.3	1.04
AC004687.2	0.97
AC004805.1	0.97
AC005520.1	0.97
AC007325.2	0.96
AC007326.4	1.04
AC009879.3	1.04
AC010522.1	0.97
AC010547.4	1.04
AC018523.2	1.04
AC018630.2	0.96
AC022826.2	1.04
AC091167.6	0.95
AC097104.1	0.97
AC099850.2	1.04
AC104389.5	1.04
AC104581.2	0.95
AC107871.1	0.97
AC132217.2	1.06
AC138811.2	0.96
ACAD8	0.97
ACADVL	0.97
ACAT2	1.03
ACP7	1.04
ACSM2B	1.04
ACTBL2	1.03
ACVR2A	0.96
ACYP2	1.03
ADAM10	0.97
ADAM18	1.09
ADAMTS20	1.03
ADAMTS5	0.97
ADAMTSL5	1.04
ADGRG1	0.96
ADGRG3	0.97
ADGRV1	0.96
ADO	1.05
ADORA2A	0.97
ADPGK	1.03
ADRB3	1.03
AFF2	0.97
AGPAT2	1.04
AGPS	1.04
AHDC1	0.97
AHSP	1.04
AIMP1	1.03
AKIP1	1.04
AL021546.1	1.04
AL024498.2	1.05
AL049569.3	0.97
AL049844.3	0.96
AL133500.1	1.03
AL162377.3	0.96
ALDH3B1	1.04
ALG11	0.97
ALKBH3	0.97
ALLC	0.96
ALPP	1.04
ANKHD1.EIF4EBP3	1.03
ANKRD34B	1.03
ANKRD62	0.97
ANP32E	1.04
ANXA10	0.96
ANXA3	1.03
AP000944.5	0.97
AP001781.2	1.05
AP003071.5	1.03
APBA3	1.04
APCS	1.04
APELA	0.96
AQP9	0.97
ARHGAP29	0.96
ARHGEF10	1.03
ARHGEF11	1.04
ARHGEF12	1.04
ARHGEF2	0.97
ARHGEF9	1.05
ARL11	0.96
ARL14EP	0.96
ARL4D	1.04
ARL6IP5	1.03
ARMCX2	0.96
ARMCX6	1.04
ARMS2	1.06
ASB17	0.94
ASB18	0.95
ASGR1	1.04
ASPG	0.97
ASPHD1	1.04
ATF5	1.04
ATG3	0.96
ATP2A2	0.96
ATP6AP2	1.05
ATP6V0A4	0.97
ATP6V0D1	1.04
ATP6V1G1	1.03
ATP8B3	1.03
ATPAF2	0.96
AVEN	1.03
AVPR2	0.97
AZU1	1.03
B3GNT2	1.04
BAG6	1.04
BAK1	1.04
BANF1	0.96
BAP1	1.04
BCCIP	0.97
BCL9	1.04
BHMT	0.96
BICD2	1.03
BMP4	1.04
BPIFB4	0.96
BPTF	1.04
BRCA1	0.96
BRINP2	0.95
BRMS1	0.96
BST2	0.97
BTBD17	1.05
BTBD7	1.04
BTG1	1.03
BUB3	1.04
C11orf54	0.97
C11orf91	0.97
C14orf180	1.05
C15orf39	1.05
C19orf18	0.97
C19orf73	1.04
C1orf131	0.97
C1orf50	1.04
C2orf42	1.04
C2orf92	1.03
C3orf85	0.93
C4orf17	1.05
C5orf49	1.03
C9	1.03
C9orf24	1.03
C9orf43	1.04
CA6	0.97
CAAP1	0.96
CACNA2D1	0.97
CADM2	0.97
CALHM3	1.05
CALHM6	1.04
CALML6	0.96
CAMK1G	0.96
CAMSAP1	0.97
CAMTA2	1.04
CAPN11	0.96
CAPN13	1.03
CARMIL3	0.96
CASK	0.97
CATSPERZ	1.04
CBLIF	1.05
CCDC116	0.97
CCDC120	1.04
CCDC125	0.97
CCDC142	1.04
CCDC154	0.97
CCDC163	0.97
CCDC178	0.97
CCDC192	1.06
CCDC43	1.04
CCDC85B	1.03
CCL24	0.96
CCNA1	1.04
CCNH	0.96
CCNL1	1.04
CCS	0.97
CD109	0.96
CD200R1L	1.06
CDC20	1.04
CDC42	1.04
CDH10	1.04
CDH12	0.96
CDH6	1.04
CDK14	0.96
CDK16	0.97
CDK8	0.96
CDKN3	1.04
CDT1	1.03
CELA1	1.03
CELSR1	0.96
CENPJ	1.04
CEP83	1.04
CER1	1.04
CERCAM	1.04
CFAP65	1.05
CGAS	1.04
CHAT	0.95
CITED1	1.04
CIZ1	1.04
CLCN4	0.96
CLCN7	0.96
CLEC2B	1.03
CLPX	0.96
CLUAP1	1.03
CMTM1	1.04
CNGA3	1.03
CNPY3	1.03
COA6	1.04
COL11A1	1.03
COQ3	1.04
COX6A2	1.04
COX6B1	1.04
COX6B2	1.03
CPLANE2	0.96
CPNE6	0.96
CPSF4L	1.04
CPVL	1.05
CRAMP1	1.05
CRB1	1.04
CRNKL1	0.97
CRTC2	0.96
CSDE1	0.97
CSE1L	1.03
CSK	0.96
CSNK2A1	1.05
CSRP2	0.97
CST4	0.95
CSTF2T	0.96
CT45A10	1.04
CT55	1.04
CT83	0.93
CTAG1B	0.96
CTAG2	0.96
CTBP1	1.04
CTIF	0.96
CTNNA2	0.96
CTNNAL1	1.04
CTXN2	1.04
CUEDC1	0.96
CUL7	0.96
CYP11A1	1.03
CYP11B1	1.05
CYP2A7	1.04
CYP2C19	1.03
CYP3A7.CYP3A51P	1.03
CYP46A1	0.97
CYS1	0.97
DACT1	1.04
DAZ2	0.95
DBF4	0.97
DCAF11	1.03
DCANP1	0.95
DCC	0.96
DCDC1	1.04
DCHS1	0.96
DDO	0.96
DDX17	1.03
DDX4	0.96
DDX6	1.04
DEFB1	0.97
DENND2A	1.04
DGUOK	0.96
DHDDS	0.97
DHPS	0.96
DHRSX	0.97
DIAPH3	0.96
DIP2A	0.96
DIP2C	1.04
DIPK2B	0.96
DISP1	1.04
DLGAP5	1.03
DLL4	0.96
DMPK	1.03
DMRTA1	0.96
DMXL1	0.96
DNAH17	0.96
DNAJA2	1.03
DNAJC4	1.05
DNMT3B	0.97
DOC2A	0.96
DPPA3	1.05
DPY19L2	0.96
DPYSL5	1.04
DRC7	0.96
DUOXA1	0.96
DUS3L	0.96
DZIP1L	1.03
EBF3	1.04
EBLN2	0.97
ECHDC3	0.96
ECM2	1.04
EEF2KMT	0.96
EFCAB10	1.03
EHD2	0.97
EHMT2	0.96
EIF4G3	0.97
EIF5	1.04
EIF5A2	1.04
ELAPOR2	1.03
ELMOD2	0.97
EME1	1.03
ENDOG	1.04
ENPP5	0.96
EPCAM	0.96
EPHA7	1.03
EPM2AIP1	1.03
EPN1	1.04
EPPIN	0.92
EPRS1	1.03
EPX	1.04
ERBB2	1.04
ERCC1	1.04
ERLIN1	0.96
ERRFI1	0.96
ESYT2	1.03
ESYT3	1.03
EVI5L	0.96
EXD3	1.03
EXOC6B	0.97
EXOSC10	0.96
EXOSC6	1.04
EXT2	1.03
EZH2	0.97
FABP12	1.07
FABP3	1.04
FAM120A	1.04
FAM149A	1.04
FAM149B1	0.97
FAM160A1	0.97
FAM166C	1.04
FAM216B	1.04
FAM217A	1.06
FAM227B	0.97
FAM47C	0.95
FAM47E	1.05
FAM53B	1.03
FAM81A	0.97
FAM83A	0.96
FAM83H	1.03
FAM90A26	0.92
FANCB	0.97
FANCC	1.05
FAU	1.04
FAXC	0.96
FBRSL1	0.96
FBXL22	1.04
FBXL3	0.97
FBXL5	0.96
FBXO47	0.96
FBXW2	1.04
FBXW9	1.03
FCGR3A	0.97
FCGRT	1.03
FCHSD1	0.97
FCN2	1.04
FERMT1	1.04
FEZF2	0.94
FFAR3	0.97
FGD4	0.96
FGF13	1.04
FGF5	1.03
FGFR1	0.96
FHL1	1.04
FIGLA	0.96
FKBP11	1.04
FLG	1.04
FLYWCH1	1.03
FNDC7	0.96
FOCAD	0.97
FOXA1	0.96
FOXC1	1.04
FOXC2	1.04
FOXD4	1.04
FOXD4L5	0.96
FOXO1	1.03
FP565260.2	1.04
FREM2	1.04
FRMD4A	1.04
FSD1L	0.96
FURIN	1.04
FXYD6	0.97
FXYD6.FXYD2	1.04
FZR1	0.96
G3BP1	1.04
GABRE	1.03
GABRG1	1.04
GAL	1.04
GALC	0.96
GALNT2	1.03
GALR1	1.04
GAN	0.96
GARNL3	1.03
GAST	0.94
GBP6	0.96
GCA	0.97
GCC2	1.04
GCK	1.03
GCKR	0.96
GDAP1	0.97
GDF5	0.96
GET4	1.03
GFI1B	0.96
GGACT	1.04
GGTLC3	0.96
GJB1	1.03
GJD4	1.06
GKN1	1.05
GLIPR2	0.97
GLMP	1.03
GLOD5	0.96
GMPR2	1.04
GNAI2	0.96
GNG3	1.03
GON7	0.97
GPATCH11	1.03
GPATCH3	0.97
GPBP1L1	1.04
GPC5	0.96
GPR82	1.03
GRAMD1A	1.04
GRB2	0.96
GRM1	0.97
GSE1	0.97
GSG1	1.04
GSTCD	0.96
GSTO1	0.97
GTF2A1	1.04
GTF2H5	0.97
GTF3A	0.96
GUCA1C	0.95
H2AB3	0.97
H3C7	0.96
HABP2	0.96
HAGHL	1.04
HCFC2	0.97
HDAC1	1.03
HDAC3	1.04
HDGF	1.04
HDHD2	1.04
HEPACAM2	1.04
HIBCH	1.04
HIGD1B	1.04
HIGD1C	1.06
HIPK2	1.04
HMG20B	0.97
HMGN2	1.04
HMX2	0.95
HNRNPA2B1	1.04
HNRNPL	0.96
HOMEZ	1.04
HOPX	0.96
HOXA13	1.04
HPGDS	1.04
HPRT1	0.97
HPS5	1.04
HR	1.04
HS1BP3	0.96
HSD17B13	1.04
HSD17B2	1.04
HSD17B6	1.03
HSD3B1	1.05
HSP90AA1	1.04
HSPB7	1.03
HTR7	0.96
HYOU1	0.96
IARS2	0.96
IBTK	0.96
ID3	1.04
IDH3G	1.04
IFFO2	1.04
IFNA2	0.83
IFNGR2	1.04
IFT43	0.97
IGF1R	0.97
IGF2BP2	0.97
IGFBP4	0.97
IGFL3	0.97
IGSF23	1.04
IHH	0.97
IL17B	0.96
IL17RE	0.96
IL19	1.03
IL1RAPL1	1.04
IL20RA	0.96
IL5	1.04
IMPDH2	1.03
INAFM2	1.03
INHBA	1.03
INPP5J	1.04
INSM2	1.04
INSYN2A	1.04
INTS10	1.04
INTS6L	0.97
IPO9	1.04
IQCC	1.04
IQCH	1.04
IRAK4	0.96
IREB2	0.96
ITGA1	0.97
ITGA7	0.96
ITPK1	0.96
IWS1	0.96
IYD	0.95
IZUMO4	1.04
KAT8	1.03
KCNB2	0.96
KCNJ14	1.04
KCTD17	1.04
KCTD21	1.04
KCTD5	1.03
KIAA2026	1.04
KIF15	1.03
KIF21A	1.04
KIF25	0.97
KIF26A	1.03
KIF3A	1.04
KIR2DL3	0.96
KLHDC7A	1.04
KLHL18	0.96
KLK11	0.97
KLK12	1.05
KMT5C	0.97
KRIT1	0.97
KRT17	1.03
KRT32	0.94
KRT8	1.04
KRTAP1.1	1.06
KRTAP10.2	1.04
KRTAP10.3	1.05
KRTAP3.1	1.1
L1CAM	0.97
L3MBTL4	0.96
LAD1	1.04
LAMP1	1.04
LAMP2	1.03
LCA5	1.05
LCMT1	0.96
LCN15	1.07
LCORL	0.96
LDHC	1.04
LDLR	1.03
LDLRAD1	1.06
LENG1	0.97
LEP	0.96
LHX8	1.04
LIMA1	0.97
LIMCH1	0.96
LIX1	1.04
LMLN2	0.97
LMNTD1	0.97
LMO1	1.03
LMX1A	1.04
LONP1	1.03
LOX	0.96
LPA	1.04
LPCAT3	0.97
LRFN4	1.03
LRP6	1.04
LRRC19	1.04
LRRC23	0.96
LRRC71	1.04
LRRC74A	1.04
LRTM1	0.92
LSM14B	1.04
LTBP3	0.97
LURAP1L	0.96
LY6G6F	0.94
LY6H	0.96
LY6K	1.04
LYSMD2	0.97
LZTFL1	0.97
LZTR1	0.96
MAB21L4	0.96
MAFB	1.03
MAGEB2	0.97
MAGEE1	0.96
MAGEE2	1.04
MAK	0.97
MANEA	0.97
MANEAL	1.03
MAP11	1.04
MAP2K6	0.96
MAP3K6	1.04
MAPKBP1	0.97
MAPT	1.04
MARS1	0.96
MBD6	1.04
MBNL3	1.04
MC2R	1.06
MC4R	0.96
MCM3	1.03
MCRIP2	1.04
MED13L	0.96
MEIKIN	1.06
MEN1	0.96
MEX3D	1.03
MFRP	0.96
MFSD4B	1.03
MGA	0.96
MGAM2	0.97
MGLL	0.96
MID2	1.05
MIGA1	0.96
MIXL1	0.97
MKRN2	0.96
MKX	0.97
MLH3	1.03
MLPH	0.97
MME	0.96
MMP1	1.04
MMP11	1.04
MMP13	1.03
MMP8	1.03
MMS22L	0.97
MOB4	1.03
MORN3	0.96
MPHOSPH9	0.96
MPZ	1.04
MRM2	1.04
MRPS22	1.04
MRTFB	1.04
MS4A7	0.96
MSTN	1.05
MT1G	1.03
MTF2	1.04
MTRF1	1.04
MTSS1	1.04
MUC15	1.03
MYF6	0.97
MYL5	1.04
MYL6	1.03
MYL9	1.03
MYO1H	1.03
MYOZ1	0.96
MYOZ2	0.96
MYSM1	1.04
MZT2B	1.04
N4BP1	0.97
NAA16	1.04
NAP1L4	0.96
NAPA	1.03
NARS1	0.97
NBPF4	0.97
NCAPD2	0.96
NCAPG2	0.97
NCBP1	0.96
NCK2	1.04
NDUFAF3	0.97
NDUFB10	1.03
NDUFS8	1.03
NEGR1	1.04
NEIL1	0.96
NEIL3	1.04
NEK10	1.03
NEURL1B	1.04
NEURL3	1.03
NHLRC3	1.04
NHLRC4	0.96
NINJ2	1.04
NIPA1	0.96
NIPAL3	1.03
NKAIN2	1.03
NKD1	1.04
NMUR1	1.04
NOS3	1.04
NPAS4	1.04
NPEPPS	0.97
NPIPB8	0.96
NR1D2	0.97
NRCAM	1.03
NRDE2	0.96
NRG1	0.97
NSD2	0.96
NSDHL	0.97
NSUN3	1.05
NUDT6	1.04
NUP93	1.03
NUTM2F	0.96
NXNL1	1.05
NXPE3	1.03
ODAM	0.96
ODR4	1.03
OLFML2A	0.97
OMD	0.97
OPN1MW	1.05
OPN4	0.96
OR11H4	1.05
OR14I1	0.96
OR1J2	0.97
OR1N1	1.04
OR1S1	0.92
OR2D2	0.97
OR2G3	1.06
OR2M3	1.04
OR4B1	0.95
OR4F3	0.96
OR51A7	0.94
OR51C1P	1.04
OR52I2	1.05
OR5P2	0.95
OR8G5	0.96
ORC2	1.03
OS9	1.04
OSBPL1A	1.03
OTX1	1.04
P2RY11	0.96
PACRG	1.03
PACSIN2	1.05
PADI4	0.96
PAFAH2	1.04
PAIP2B	0.96
PALLD	0.96
PAMR1	0.96
PAOX	1.03
PAPOLG	0.97
PARP10	1.05
PCDHGB5	1.03
PCED1A	0.96
PCSK6	1.03
PDCD6.AHRR	0.97
PDCL2	0.95
PDE10A	0.96
PDE6C	1.05
PDHB	1.04
PDIA2	1.04
PDLIM4	1.04
PER1	1.03
PEX11B	1.03
PEX11G	1.04
PEX13	0.97
PGA4	1.04
PGAP4	1.04
PGK2	1.08
PGM2L1	1.04
PGP	1.05
PHC1	1.03
PHOSPHO2	0.97
PIK3CB	1.04
PITPNB	1.04
PKD2	0.96
PLA2G2F	1.04
PLAAT5	1.04
PLCD1	0.96
PLCL1	0.97
PLK4	0.97
PLPP4	1.04
PLRG1	0.96
PLXNC1	1.03
PMM2	0.96
PNMA8C	1.04
PNPLA3	1.04
PNRC2	1.04
POLD3	1.04
POLR2G	0.97
POLR3C	1.03
POM121	0.97
POM121C	0.97
POM121L2	0.95
POSTN	1.04
POTEF	0.97
POU1F1	1.06
POU2F3	1.04
POU5F2	0.97
PPARGC1A	1.03
PPIF	1.03
PPP1R10	0.96
PPP1R14B	1.05
PPP1R17	0.94
PPP1R1A	0.96
PPP1R26	0.97
PPP2CA	1.03
PPP2R5E	0.96
PPRC1	1.03
PRDM12	0.96
PRDM14	0.95
PRDM15	0.97
PREB	1.03
PRELID3A	1.03
PREP	0.96
PRICKLE1	0.96
PRKAA2	1.03
PROX1	1.05
PRPF38A	1.03
PRSS45P	0.97
PRTG	1.04
PSG9	1.04
PSME4	0.96
PSMF1	1.03
PSMG2	0.97
PTMS	0.96
PTN	0.97
PTPN11	0.97
PTPN12	0.97
PTPN23	0.97
PTPN4	1.04
PTPRQ	0.96
PTPRS	0.96
PTTG1	0.97
PYROXD1	0.97
QPCTL	0.97
R3HDM4	1.03
RAB21	1.03
RAB32	1.03
RAB33B	1.05
RAB3A	1.04
RABEPK	1.04
RAD51AP2	0.97
RAET1L	1.04
RALGAPB	1.03
RANBP10	1.04
RANBP3	0.96
RAPGEFL1	1.03
RARRES2	0.96
RASSF8	1.04
RBM15B	1.04
RBM27	1.04
RBM4	0.96
RCVRN	1.04
RDM1	0.96
RELA	1.04
RENBP	0.97
RFX3	0.97
RHOU	0.96
RILP	0.96
RILPL1	1.03
RIMS1	1.03
RIMS3	0.96
RING1	1.03
RINT1	0.96
RIOX2	1.04
RLF	1.04
RLIM	1.03
RNASEK.C17orf49	1.04
RNASEL	1.04
RNF111	0.96
RNF125	1.03
RNF126	0.97
RNF165	1.03
RNF222	0.97
RNF223	0.96
RNF224	1.03
RNF44	1.04
ROBO3	1.04
ROGDI	0.96
ROPN1L	1.04
RPS11	1.04
RPS6KA4	1.04
RPS6KC1	1.04
RRNAD1	1.03
RTCA	0.97
RXFP2	1.07
RXFP3	0.96
RXFP4	1.04
RYR1	1.04
S100A16	1.04
S100PBP	1.04
SACM1L	0.97
SACS	1.05
SAGE1	1.05
SALL3	1.05
SAMD10	1.04
SARM1	1.03
SASH1	0.97
SASS6	0.96
SAT1	0.96
SBSPON	0.97
SCFD2	1.04
SCN2B	0.96
SCYL1	1.04
SCYL3	1.03
SDCBP2	1.03
SDHC	1.04
SDHD	1.03
SELENOO	1.03
SEMA3C	0.97
SERPINA11	0.96
SERTAD4	1.03
SETD1A	1.03
SFT2D3	0.96
SFTPD	1.03
SH2D7	0.97
SH3D19	0.96
SH3KBP1	1.04
SH3TC1	0.96
SHROOM3	1.03
SLBP	0.96
SLC12A5	1.03
SLC16A1	1.04
SLC16A12	0.97
SLC16A14	0.97
SLC17A6	1.06
SLC18B1	0.96
SLC25A13	1.03
SLC26A11	0.97
SLC2A11	1.04
SLC2A5	0.97
SLC36A1	1.04
SLC37A1	1.04
SLC38A10	0.96
SLC38A4	1.04
SLC39A12	0.97
SLC39A2	0.96
SLC40A1	0.97
SLC45A1	0.96
SLC47A2	0.97
SLC4A4	0.96
SLC52A1	0.96
SLC6A14	0.96
SLC7A5	1.04
SLC9A4	0.96
SLN	0.97
SMC2	1.03
SMC6	0.97
SMG9	1.03
SMIM11B	1.03
SMIM4	1.03
SMKR1	1.03
SMURF2	1.04
SNED1	0.96
SNPH	1.03
SNRNP35	0.96
SOAT2	0.96
SORD	1.04
SOWAHC	1.03
SOX18	0.97
SOX7	1.04
SPAAR	0.96
SPACA5	1.04
SPAG5	1.04
SPAG9	1.04
SPANXN3	1.05
SPAST	1.03
SPATA31D3	0.93
SPATA7	0.96
SPATS1	0.96
SPESP1	1.03
SPHKAP	1.03
SPINK4	1.05
SPINK7	1.04
SPOCD1	0.96
SPRR1A	1.04
